"title","rating","name"
"Learning the vi and Vim Editors","3.90","O'Reilly Media"
"Big Data: Principles and best practices of scalable realtime data systems","3.83","Manning"
"NoSQL Distilled: A Brief Guide to the Emerging World of Polyglot Persistence","4.09","Addison Wesley"
"UNIX and Linux System Administration Handbook","4.40","Prentice Hall"
"UNIX Power Tools","4.14","O'Reilly Media"
"Silence on the Wire: A Field Guide to Passive Reconnaissance and Indirect Attacks","4.20","No Starch Press"
"Problem Solving with Algorithms and Data Structures Using Python","4.09","Franklin Beedle & Associates"
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are","3.92","Dey Street Books"
"The DevOps Handbook: How to Create World-Class Agility, Reliability, and Security in Technology Organizations","4.35","It Revolution Press"
"Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture","4.25","Random House Trade Paperbacks"
"The Productive Programmer","3.71","O'Reilly Media"
"The Haskell Road to Logic, Maths and Programming","3.68","College Publications"
"Python for Data Analysis","4.10","O'Reilly Media"
"Land of LISP: Learn to Program in LISP, One Game at a Time,","4.14","No Starch Press"
"Programming in Scala","4.21","Artima"
"Head First Object-Oriented Analysis and Design: A Brain Friendly Guide to OOA&D","3.96","O'Reilly Media"
"Perl Cookbook","4.01","O'Reilly Media"
"Cryptography and Network Security: Principles and Practice","4.02","Prentice Hall"
"Spring in Action","3.93","Manning"
"The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data","3.99","Little, Brown and Company"
"Programming: Principles and Practice Using C++","4.17","Addison Wesley"
"The Imposter's Handbook","3.97","Big Machine"
"Where Wizards Stay Up Late: The Origins of the Internet","3.87","Simon & Schuster"
"The Go Programming Language","4.45","Addison Wesley"
"The Thrilling Adventures of Lovelace and Babbage","4.05","Pantheon"
"The Dream Machine: J.C.R. Licklider and the Revolution That Made Computing Personal","4.48","Penguin"
"Java 8 in Action","4.31","Manning"
"Essential Scrum: A Practical Guide to the Most Popular Agile Process","4.14","Addison Wesley"
"Learning From Data: A Short Course","4.43","AMLbook.com"
"High Performance Web Sites","4.17","O'Reilly Media"
"Dependency Injection in .NET","4.35","Manning"
"Pattern Classification","4.02","Wiley-Interscience"
"Real-Time Rendering","4.48","A K PETERS"
"Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground","3.94","Crown"
"Practical Foundations for Programming Languages","4.03","Carnegie Mellon University"
"The Golden Ticket: P, Np, and the Search for the Impossible","3.60","Princeton University Press"
"xUnit Test Patterns: Refactoring Test Code","3.92","Addison Wesley"
"Computational Geometry: Algorithms and Applications","4.05","Springer"
"Head First C#","3.92","O'Reilly Media"
"Programming Erlang","3.97","Pragmatic Bookshelf"
"C Primer Plus","4.10","Sams Publishing"
"Dive Into Python","3.96","Apress"
"Java Puzzlers: Traps, Pitfalls, and Corner Cases","4.20","Addison Wesley"
"Learning the bash Shell","3.89","O'Reilly Media"
"Practices of an Agile Developer: Working in the Real World","3.88","Pragmatic Bookshelf"
"A New Kind of Science","3.56","Wolfram Media"
"The Computational Beauty of Nature: Computer Explorations of Fractals, Chaos, Complex Systems, and Adaptation","4.34","Bradford Book"
"Introduction to Algorithms: A Creative Approach","4.23","Addison Wesley"
"The Art of Multiprocessor Programming","3.96","Morgan Kaufmann Publishers"
"An Introduction to Information Theory: Symbols, Signals and Noise","3.95","Dover Publications"
"The Book of Why: The New Science of Cause and Effect","4.01","Basic Books"
"Selected Papers on Computer Science","3.88","Center for the Study of Language and Inf"
"Software Estimation: Demystifying the Black Art","4.03","Microsoft Press"
"An Introduction to Database Systems","3.93","Pearson"
"Programming Python","3.96","O'Reilly Media"
"Object-Oriented Analysis and Design with Applications","3.90","Addison Wesley"
"Data Mining: Practical Machine Learning Tools and Techniques","3.87","Morgan Kaufmann Publishers"
"The Effective Engineer: How to Leverage Your Efforts In Software Engineering to Make a Disproportionate and Meaningful Impact","4.30","Effective Bookshelf"
"The Little Book of Semaphores: The Ins and Outs of Concurrency Control and Common Mistakes","4.41","createspace"
"How Google Works","4.05","John Murray"
"Seven Concurrency Models in Seven Weeks: When Threads Unravel","3.84","Pragmatic Bookshelf"
"Think Complexity: Complexity Science and Computational Modeling","3.89","O'Reilly Media"
"Introduction to Computation and Programming Using Python","4.20","MIT"
"Mining of Massive Datasets","4.37","Cambridge University Press"
"About Face 3: The Essentials of Interaction Design","4.04","John Wiley & Sons"
"Computability and Logic","4.01","Cambridge University Press"
"Pearls of Functional Algorithm Design","4.18","Cambridge University Press"
"Reversing: Secrets of Reverse Engineering","4.03","Wiley Publishing"
"An Introduction to Formal Language and Automata","3.80","Jones & Bartlett Publishers"
"Effective STL: 50 Specific Ways to Improve Your Use of the Standard Template Library","4.20","Addison Wesley"
"Just for Fun: The Story of an Accidental Revolutionary","3.91","Harper"
"Cryptography Engineering: Design Principles and Practical Applications","4.18","Wiley Publishing"
"The Art of Intrusion: The Real Stories Behind the Exploits of Hackers, Intruders and Deceivers","3.88","Wiley Publishing"
"Life 3.0: Being Human in the Age of Artificial Intelligence","4.08","Random House Audio Publishing Group"
"Machine Learning: A Probabilistic Perspective","4.37","MIT"
"You Don't Know JS: this & Object Prototypes","4.46","O'Reilly Media"
"Probability and Computing: Randomized Algorithms and Probabilistic Analysis","4.09","Cambridge University Press"
"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies","3.95","W. W. Norton Company"
"Our Final Invention: Artificial Intelligence and the End of the Human Era","3.75","Thomas Dunne Books/St Martin's Press (NY)"
"Automate This: How Algorithms Came to Rule Our World","3.83","Portfolio"
"The Essential Turing: Seminal Writings in Computing, Logic, Philosophy, Artificial Intelligence, and Artificial Life Plus the Secrets of Eni","4.19","Oxford University Press (UK)"
"How to Prove It: A Structured Approach","4.26","Cambridge University Press"
"How Google Tests Software","3.77","Addison Wesley"
"Lauren Ipsum","3.90","Off-By-One Press"
"Basic Category Theory for Computer Scientists","3.54","MIT"
"Python Cookbook","4.13","O'Reilly Media"
"Mastering Bitcoin: Unlocking Digital Cryptocurrencies","4.32","O'Reilly Media"
"Facts and Fallacies of Software Engineering","3.95","Addison Wesley"
"Metasploit: The Penetration Tester's Guide","4.04","No Starch Press"
"Seven Databases in Seven Weeks: A Guide to Modern Databases and the NoSQL Movement","4.02","Pragmatic Bookshelf"
"The Most Human Human: What Talking with Computers Teaches Us About What It Means to Be Alive","3.93","Knopf Doubleday Publishing Group"
"Domain-Specific Languages","3.87","Addison Wesley"
"Numerical Recipes in C: The Art of Scientific Computing","4.17","Cambridge University Press"
"Things a Computer Scientist Rarely Talks About","3.98","Center for the Study of Language and Inf"
"Advanced Topics in Types and Programming Languages","3.92","MIT"
"The Emperor's New Mind: Concerning Computers, Minds and the Laws of Physics","3.86","Oxford University Press, USA"
"The Seasoned Schemer","4.30","MIT"
"Dreaming in Code: Two Dozen Programmers, Three Years, 4,732 Bugs, and One Quest for Transcendent Software","3.69","Crown Publishing, NY"
"Machine Learning for Hackers","3.72","O'Reilly Media"
"The Universal Computer: The Road from Leibniz to Turing","4.12","W. W. Norton Company"
"On Lisp: Advanced Techniques for Common Lisp","4.31","Prentice Hall"
"UML Distilled: A Brief Guide to the Standard Object Modeling Language","3.78","Addison Wesley"
"Practical Vim: Edit Text at the Speed of Thought","4.47","The Pragmatic Programmers, LLC."
"Probabilistic Graphical Models: Principles and Techniques","4.21","MIT"
"C++ Primer Plus","4.05","Sams Publishing"
"Game Engine Architecture","4.33","A K PETERS"
"Algorithms in a Nutshell","3.88","O'Reilly Media"
"Data Mining: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems)","3.89","Morgan Kaufmann Publishers"
"Cryptonomicon","4.25","Avon"
"Computer Science: An Overview","3.77","Addison Wesley"
"Think Like a Programmer: An Introduction to Creative Problem Solving","3.90","No Starch Press"
"Data Structures and Algorithms","3.87","Pearson"
"Programming in Haskell","4.00","Cambridge University Press"
"The Nature of Computation","4.59","Oxford University Press, USA"
"Quantum Computation and Quantum Information","4.31","Cambridge University Press"
"The Singularity is Near: When Humans Transcend Biology","3.94","Penguin"
"Security Engineering: A Guide to Building Dependable Distributed Systems","4.20","Wiley Publishing"
"A Philosophy of Software Design","4.12","Yaknyam Press"
"Computer Science Distilled: Learn the Art of Solving Computational Problems","4.10","Code Energy LLC"
"How to Solve It: A New Aspect of Mathematical Method","4.16","Princeton University Press"
"Game Programming Patterns","4.51","Genever Benning"
"You Don't Know JS: Up & Going","4.31","O'Reilly Media"
"Reinforcement Learning: An Introduction","4.45","Bradford Book"
"Data and Goliath: The Hidden Battles to Collect Your Data and Control Your World","4.03","W. W. Norton Company"
"A Tour of C++","4.24","Addison Wesley"
"JavaScript and jQuery: Interactive Front-End Web Development","4.35","Wiley Publishing"
"The Art of Computer Programming, Volume 4A: Combinatorial Algorithms, Part 1","4.54","Addison Wesley"
"Agile Principles, Patterns, and Practices in C#","4.32","Prentice Hall"
"Agile Web Development with Rails: A Pragmatic Guide","3.91","Pragmatic Bookshelf"
"Elements of the Theory of Computation","3.84","Pearson"
"Digital Image Processing","4.01","Prentice Hall"
"Secrets of the JavaScript Ninja","4.17","Manning"
"On Intelligence","4.13","St. Martin's Griffin"
"Secrets and Lies: Digital Security in a Networked World","3.89","Wiley Publishing"
"Software Architecture in Practice","3.72","Addison Wesley"
"The Pattern on the Stone: The Simple Ideas that Make Computers Work","4.04","Basic Books"
"Software Engineering: A Practitioner's Approach","3.70","McGraw-Hill"
"Foundations of Computer Science: C Edition","4.01","W.H. Freeman & Company"
"Python Programming: An Introduction to Computer Science","4.00","Franklin Beedle & Associates"
"Introduction to the Design and Analysis of Algorithms","3.97","Pearson"
"How Computers Work","3.89","Que Publishing"
"Thinking in Java","4.16","Prentice Hall"
"From Mathematics to Generic Programming","4.15","Addison Wesley"
"The Reasoned Schemer","4.28","MIT"
"Essentials of Programming Languages","3.93","MIT"
"Algorithms Plus Data Structures Equals Programs (Prentice-Hall series in automatic computation)","4.22","Prentice Hall"
"How Linux Works: What Every Superuser Should Know","4.10","No Starch Press"
"Fluent Python: Clear, Concise, and Effective Programming","4.67","O'Reilly Media"
"C++ Primer","4.19","Addison Wesley"
"Computer Graphics: Principles and Practice","4.16","Addison Wesley"
"Concepts of Programming Languages","3.71","Addison Wesley"
"The Joy of Clojure","4.18","Manning"
"The Art of Unit Testing: With Examples in .NET","4.10","Manning"
"Java: How to Program","3.85","Prentice Hall"
"Database Systems: The Complete Book","3.77","Prentice Hall"
"How to Create a Mind: The Secret of Human Thought Revealed","3.96","Viking Books"
"Programming Ruby: The Pragmatic Programmers' Guide","4.05","Pragmatic Bookshelf"
"The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage","4.21","Gallery Books"
"The Elements of Programming Style","4.18","McGraw-Hill"
"You Don't Know JS: Scope and Closures","4.54","O'Reilly Media"
"C# in Depth","4.48","Manning"
"Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy","3.87","Crown"
"Data Science from Scratch: First Principles with Python","3.91","O'Reilly Media"
"C++: How to Program","3.94","Prentice Hall"
"Implementing Domain-Driven Design","4.06","Addison Wesley"
"Let Over Lambda","4.04","Lulu"
"Understanding the Linux Kernel","4.06","O'Reilly Media"
"An Introduction to Functional Programming Through Lambda Calculus","4.13","Dover Publications"
"Apprenticeship Patterns: Guidance for the Aspiring Software Craftsman","4.11","O'Reilly Media"
"Elements of Programming","4.01","Addison Wesley"
"Engineering a Compiler","3.97","Morgan Kaufmann Publishers"
"In the Beginning...Was the Command Line","3.79","William Morrow"
"Introduction to Information Retrieval","4.20","Cambridge University Press"
"Programming Perl","4.05","O'Reilly Media"
"Programming the Universe: A Quantum Computer Scientist Takes on the Cosmos","4.00","Knopf"
"Hands-On Machine Learning with Scikit-Learn and TensorFlow","4.55","O'Reilly Media"
"Rapid Development: Taming Wild Software Schedules","3.96","Microsoft Press"
"Foundations of Statistical Natural Language Processing","4.16","MIT"
"Out of Their Minds: The Lives and Discoveries of 15 Great Computer Scientists","3.80","Copernicus Books"
"Effective Python: 59 Specific Ways to Write Better Python","4.26","Addison Wesley"
"Big Data: A Revolution That Will Transform How We Live, Work, and Think","3.71","Houghton Mifflin Harcourt"
"Effective Modern C++: 42 Specific Ways to Improve Your Use of C++11 and C++14","4.52","O'Reilly Media"
"Real World Haskell: Code You Can Believe In","3.93","O'Reilly Media"
"Algorithms Unlocked","4.17","MIT"
"Turing's Cathedral: The Origins of the Digital Universe","3.55","Pantheon"
"The Art of UNIX Programming","4.17","Addison Wesley"
"Database System Concepts","3.77","McGraw-Hill"
"Refactoring to Patterns","4.03","Addison Wesley"
"Site Reliability Engineering: How Google Runs Production Systems","4.23","O'Reilly Media"
"The Linux Command Line","4.36","No Starch Press"
"The New Turing Omnibus: 66 Excursions In Computer Science","3.88","W.H. Freeman & Company"
"JavaScript: The Definitive Guide","4.02","O'Reilly Media"
"Linux Kernel Development","4.29","Addison Wesley"
"Programming Language Pragmatics","3.96","Morgan Kaufmann Publishers"
"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution","4.08","Simon & Schuster"
"The Soul of a New Machine","4.11","Back Bay Books"
"The Elements of Statistical Learning: Data Mining, Inference, and Prediction","4.37","Springer"
"The Computer and the Brain","3.90","Yale University Press"
"Enterprise Integration Patterns: Designing, Building, and Deploying Messaging Solutions","4.07","Addison Wesley"
"Release It,: Design and Deploy Production-Ready Software (Pragmatic Programmers)","4.21","Pragmatic Bookshelf"
"Computational Complexity","4.27","Cambridge University Press"
"Automate the Boring Stuff with Python: Practical Programming for Total Beginners","4.25","No Starch Press"
"HTML and CSS: Design and Build Websites","4.34","Wiley Publishing"
"Speech and Language Processing: An Introduction to Natural Language Processing, Computational Linguistics and Speech Recognition","4.17","Prentice Hall"
"Paradigms of Artificial Intelligence Programming: Case Studies in Common LISP","4.32","Morgan Kaufmann Publishers"
"Agile Software Development, Principles, Patterns, and Practices","4.26","Pearson"
"Operating Systems: Three Easy Pieces","4.72","Arpaci-Dusseau Books"
"Software Engineering (International Computer Science Series)","3.75","Addison Wesley"
"Alan Turing: The Enigma","3.80","Walker Books"
"Expert C Programming: Deep C Secrets","4.31","Prentice Hall"
"Operating Systems Design and Implementation","4.03","Prentice Hall"
"Computer Organization and Architecture: Designing for Performance","4.05","Prentice Hall"
"Learning Perl","3.98","O'Reilly Media"
"Extreme Programming Explained: Embrace Change (The XP Series)","4.04","Addison Wesley"
"An Introduction to Statistical Learning: With Applications in R","4.61","Springer"
"The Design of Design: Essays from a Computer Scientist","3.75","Addison Wesley"
"97 Things Every Programmer Should Know: Collective Wisdom from the Experts","3.65","O'Reilly Media"
"The Art of Deception: Controlling the Human Element of Security","3.76","Wiley Publishing"
"Natural Language Processing with Python","4.14","O'Reilly Media"
"Accelerated C++: Practical Programming by Example","4.06","Addison Wesley"
"Distributed Systems: Concepts and Design","3.59","Pearson"
"Practical Object Oriented Design in Ruby","4.55","Addison Wesley"
"Fundamentals of Database Systems","3.81","Addison Wesley"
"Distributed Systems: Principles and Paradigms","3.90","Pearson Prentice Hall"
"The Psychology of Computer Programming","4.10","Dorset House"
"The Design of the UNIX Operating System","4.20","Prentice Hall"
"Programming Interviews Exposed: Secrets to Landing Your Next Job (Programmer to Programmer)","3.96","Waveland Pr Inc"
"Pragmatic Thinking and Learning: Refactor Your Wetware","4.12","Pragmatic Bookshelf"
"The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World","3.80","Basic Books"
"Hacking: The Art of Exploitation","4.13","No Starch Press"
"Pattern Recognition and Machine Learning","4.28","Springer"
"Peopleware: Productive Projects and Teams","4.16","Dorset House"
"The Art of Computer Programming, Volume 2: Seminumerical Algorithms","4.39","Addison Wesley"
"Cracking the Coding Interview: 150 Programming Questions and Solutions","4.34","createspace"
"Learning Python","3.94","O'Reilly Media"
"Hackers: Heroes of the Computer Revolution","4.13","Penguin"
"Deep Learning","4.47","The MIT Press"
"A Discipline of Programming","4.27","Prentice Hall"
"Algorithm Design","4.12","Pearson"
"The Art of Computer Programming: Volume 3: Sorting and Searching","4.38","Addison Wesley"
"Computer Architecture: A Quantitative Approach","4.08","Morgan Kaufmann Publishers"
"Growing Object-Oriented Software, Guided by Tests","4.17","Addison Wesley"
"Advanced Programming in the UNIX Environment","4.31","Addison Wesley"
"Algorithms","4.21","McGraw-Hill"
